WBSELEMENT,TASK,DESCRIPTION,VALID_TO,VALID_FROM,HDR_Material,HDR_VALID_TO,HDR_VALID_FROM,ITM_Material,ITM_VALID_TO,ITM_VALID_FROM,LABOR_TYPE_DESCRIPTION
R-010020122.0110,GAATS,ARCHIBUS,20161030,20250331,,,,,,,
R-010020122.0110,GAARCHIBUS,ADP JOBS,20161030,20250331,,,,,,,
R-010020122.0110,GAADPJBS,ACR,20161030,20250331,,,,,,,
R-010020122.0110,GAACR,ORACLE 11I APPLICATIONS SALES CREDITS,20161030,20250331,,,,,,,
R-010020122.0110,FMSALESCREDI,ORACLE 11I INCENTIVE COMPENSATION OIC,20161030,20250331,,,,,,,
R-010020122.0110,FMOIC,GET PAID,20161030,20250331,,,,,,,
R-010020122.0110,FMGETPAID,DMS,20161030,20250331,,,,,,,
R-010020122.0110,FMDMS,CMC,20161030,20250331,,,,,,,
R-010020122.0110,FMCMC,ACE,20161030,20250331,,,,,,,
R-010020122.0110,FMACE,ENTERPRISE SEARCH SERVICES,20161030,20250331,,,,,,,
R-010020122.0110,ESS,EMC ME,20161030,20250331,,,,,,,
R-010020122.0110,EMCME,UNISYS B2B MERCATOR INTERFACES,20161030,20250331,,,,,,,
R-010020122.0110,EISUB2BINT,EIS SPRING INTERFACES,20161030,20250331,,,,,,,
R-010020122.0110,EISSPRNGINT,SUPPLYNET WEBMETHODS,20161030,20250331,,,,,,,
R-010020122.0110,EISSPINT,PARTNER AUTOMATION WEBMETHODS,20161030,20250331,,,,,,,
R-010020122.0110,EISPAINT,MERCATOR INTERFACES,20161030,20250331,,,,,,,
R-010020122.0110,EISMERCINT,RSO 2 0 EST,20161030,20250331,,,,,,,
R-010020122.0110,CSRSO 2.0 (E,OPR APPLICATION,20161030,20250331,,,,,,,
R-010020122.0110,CSOPR,EMC SALESFORCE COM EST,20161030,20250331,,,,,,,
R-010020122.0110,CSMSLSFORC,POWERSTEERING LEAN SIX SIGMA,20161030,20250331,,,,,,,
R-010020122.0110,CSMPWRSTRG,OSCAR,20161030,20250331,,,,,,,
R-010020122.0110,CSMOSCR,ONTRACK,20161030,20250331,,,,,,,
R-010020122.0110,CSMONTRK,MARKETING RESOURCE MANAGEMENT,20161030,20250331,,,,,,,
R-010020122.0110,CSMMRM,GLOBAL MARKETING DATABASE PORTAL,20161030,20250331,,,,,,,
R-010020122.0110,CSMGMDBP,FALCON,20161030,20250331,,,,,,,
R-010020122.0110,CSMFALCON,ABQS,20161030,20250331,,,,,,,
R-010020122.0110,CSMABQS,PRIMUS,20161030,20250331,,,,,,,
R-010020122.0110,CPIPRIMUS,PIT,20161030,20250331,,,,,,,
R-010020122.0110,CPIPIT,PAWS,20161030,20250331,,,,,,,
R-010020122.0110,CPIPAWS,NGOE MUP,20161030,20250331,,,,,,,
R-010020122.0110,CPINGOE,LOV ADMIN TOOL,20161030,20250331,,,,,,,
R-010020122.0110,CPILOVADMTL,ISSUE TRACKER,20161030,20250331,,,,,,,
